-2.907608562615987466e+02,-1.877582332229198414e+01
2.989291524721809523e+01,9.765049222892844227e+01
3.756673674838967969e+01,3.536283896204158061e+00
-4.642114053666767326e+00,-1.119023162091812829e+01
-3.327340495752808920e+02,-4.099142573799561546e+02
4.149952605812092088e+01,4.570708954582158157e+01
8.791841282021836435e+01,-8.926497749530292936e+01
4.627164483010923277e+02,-5.866689203228468585e+01
9.880498702031539437e+01,1.231649563402736369e+01
-2.343380922624715623e+01,-3.322343457244979703e+01
-1.199720641893040494e+02,1.797330730958704237e+01
1.916140775933224916e+02,-3.160110123973211103e+02
5.587300216527570029e+01,-2.118725269714899895e+01
-6.424388604484212451e+00,2.854487680782147052e+01
-4.632785630383409625e+02,2.142101352349727605e+01
-1.045641131869882514e+02,4.049912638902827666e+01
-6.858763542657598578e+01,5.815145317584062923e+01
7.985681014516869425e+01,4.759626069045899044e+01
6.825474547866639341e+01,3.244516483098050941e+01
-5.315214267374128809e+01,3.164897002278712179e+00
-1.098282827405475643e+02,-5.395856374857854831e+01
8.294159898137519349e+01,-1.494279747596993104e+02
-1.512875439468645595e+02,2.758710824496539544e+02
2.645681965773548683e+01,-2.441797678718868951e+02
1.591472115132160638e+02,-1.907115283010842433e+01
1.130473356172334292e+02,-8.598421476025298205e+01
-1.287919286288965850e+02,-6.686147696792203021e+01
2.769287778290047086e+01,5.624447005512290332e+01
1.295062849330476595e+01,-6.588356855131955570e+01
3.048914710460152833e+02,3.004014809233877372e+02
5.136652783754966833e+01,1.297172479399476686e+01
-1.772058244628536627e+01,-7.578033361275345214e+01
2.937430413813699204e+01,-6.244040172690802137e+01
3.877380310643411576e+01,1.050167444990768075e+02
-5.501889116528079171e+01,7.401837877880755912e+01
7.193827001667050069e+01,-9.675634043215842084e+00
6.031712954523769810e+01,2.815440570190655123e+01
3.440587976606929743e+01,1.268318656790296473e+02
-1.127403479687742731e+02,-3.431142361733913848e+00
6.930296733266949616e+01,6.758993183801770499e+01
-8.735487320843489556e+01,-8.679823832918877713e+01
7.000914219062771338e+01,-7.818371405717795142e+01
-1.092264914841714329e+02,6.606549238780982591e+01
6.739189994756566193e+01,-5.185725544841567114e+01
4.878265521291157114e+01,7.003236026399169134e+01
8.248876521032151743e+00,-2.694942181575975226e+01
1.514002656167515681e+01,3.478324278613024489e+01
-2.293255512549810859e+01,6.605078923062893637e+01
-5.247906406993204342e+01,-1.311460738746051220e+02
1.200536588651651471e+02,-5.998481791552318754e+01
-5.390317355625955287e+01,-8.105581886540092285e+01
5.421941713906238647e+01,-4.164791358712441394e+01
-8.886222085517495373e+01,2.550137798603008576e+01
2.999422320798643327e+01,6.686818062036179811e+01
-2.371817539292261046e+01,5.091575802734971035e+01
2.753624560433831192e+01,1.832052784118974742e+01
-5.738706800836128963e+01,9.598587958571448553e+01
1.333129846554353648e+01,7.613425267039374944e+01
-1.339350549785900739e+02,-8.126604931302866319e+00
3.992021370114589729e+01,-2.190096764989167184e+02
-2.268422357959116553e+01,1.952498964784254909e+01
-4.479388174307628390e+01,-5.207499437837660139e+01
1.994301280217598560e+02,-7.760221224752038438e+01
1.008481491593060895e+02,1.025716002185861413e+02
4.159219919766965035e+00,9.236912424808383548e+01
-1.095038935937600826e+02,1.059664998032570082e+02
-1.486418181958169384e+02,4.544985475657262697e+01
-2.561542701708236081e+01,3.467216721138809277e+01
-2.687537167899622759e+01,1.096271127352317336e+02
-9.210967129757521832e+01,-2.039886119930340840e+02
-4.673291776629352512e+01,2.745257193719250211e+01
3.748695384854970314e+01,3.038202544906015490e+01
-3.392391046407808375e+01,-6.553304817086893763e+01
1.184457985991339690e+01,5.175433416253337526e+01
-3.061211336971531249e+00,6.685911562762447602e+01
1.577264719549555316e+01,-5.099620431207114990e+01
2.549395779010031760e+01,-3.889653989206328788e+01
3.295445139789582356e+01,-9.802805247620953821e+01
4.468926989653792958e+01,-5.689374264291821248e+01
-1.936876338729017100e+00,-1.975904510722918701e+02
-4.109261139760344861e+01,4.419294169011304518e+01
8.815620782929626387e+01,-6.718146829643115048e+00
6.746534538887023302e+01,1.609215371796811382e+02
-2.082159643331461893e+02,-1.392679817051975419e+02
6.403613731270124276e+01,9.130812340870130939e+00
-1.923688588526444576e+01,8.088836653538338339e+01
8.507979505154735023e+01,-4.251544099849975566e+01
1.087191363933431063e+02,-5.838141223412237402e+00
-8.975346321498643931e+01,-6.498456046791336860e+01
-6.190965742040420139e+01,1.641884007689146685e+01
1.054639025257896776e+02,-3.506125110671873557e+01
-4.924876335434278829e+00,-9.072153900163895912e+01
5.244095580651144672e+01,8.985425084123416184e+01
-1.577565556374306084e+02,-2.696082363851748198e+01
-4.033076093696038811e+01,8.444243831565141534e+01
2.936128173684580815e+02,3.780523726454424605e+02
-5.068732515451624465e+01,-3.094923206045747932e+01
4.569955014395565840e+00,-1.069723843254349305e+02
-1.463061443571968141e+02,-5.380807370213756258e+01
1.173914814700110441e+02,1.464192178312379156e+02
-6.489631249464201801e+01,-4.837516548444475006e+01
-1.176985698012093593e+02,5.902353690010243099e+02
-6.897576016077574934e+01,3.036006484541470485e+01
-7.644226432163368656e+01,8.569770177107140796e+01
2.333652226041213495e+01,-2.622652001529404586e+00
-1.244895957961461761e+02,3.638140124411987131e+01
-1.003852187154482856e+01,-1.335389727948392817e+02
-3.916705783183560641e+01,-3.896656636353494463e+00
3.743260525593446886e+01,-1.385408178126341170e+02
-1.534326822645003308e+00,1.096481830871232432e+02
-5.828830011582675219e+00,-6.165731136825605319e+01
-1.567281049845567225e+02,-8.100608924122951748e+01
-8.317442521062726257e+01,6.848443712376686676e+01
-3.623859266347778174e+01,-8.322647299914920893e+01
-8.210281386324477637e+01,-3.714796084797864495e+01
9.967598916519489194e+01,-1.313452911525156708e+02
5.389730163757544545e+00,1.351545264518810825e+02
3.408500929036447928e+02,-1.622181763595321797e+02
-7.779019255024566348e+01,-5.582730868732510743e+01
-2.028537638391543041e+01,-9.650099894978305315e+01
9.921466959542357245e+01,3.900085446368798614e+01
5.061367796871455482e+01,-7.699287321361607894e+01
-8.718033429151977032e+01,1.246331829841823406e+02
-1.661104432643768689e+02,9.030273067501725848e+01
-1.135729265256667020e+02,-1.572440994074473508e+02
1.321088450949252149e+02,4.993687026686718866e+01
5.410893299518283328e+01,-1.146926153457316921e+01
5.874462209496179810e+01,5.015512464447571972e+01
8.551544898027083264e+01,2.465269558314977161e+01
-1.862509287339378261e+02,1.249744710497365645e+02
-1.318389530147456696e+02,-1.029011145428585792e+02
-5.597702329687189149e+01,-6.353571851654526625e+01
-9.048118516231932063e+01,-1.049160111745829767e+02
-6.569058366080879807e+01,-3.252125263912548547e+01
3.665743413598541878e+01,-1.150196575691594489e+02
-1.096059076739000773e+02,-1.083796200032453498e+02
1.815066457300799243e+02,7.130017962521644392e+01
-2.730610231689106548e+00,-2.628035820238653173e+02
-1.489482368471033880e+01,6.298345818007593522e+00
-9.204398871403185467e+01,-2.155952725305247242e+01
-4.969311391617779350e+01,-9.992770324373590540e+01
-1.144370848042748605e+02,-3.057303331275034708e+01
-1.315603370119300450e+02,7.203418347553696321e+01
1.089263676241018146e+02,5.978564876797585725e+01
9.047078842464532089e-01,4.251046598909387519e+00
7.373374981931792149e+01,9.035023640842315729e+01
3.720800477220647196e+01,-1.606870803015955218e+01
-3.165380136508344222e+01,-1.137132400732584898e+02
-7.879887975163134683e+01,4.274932263245480613e+01
-4.030403295737570346e+01,1.357597225736613495e+02
-8.842986732578513909e+01,-7.481365295665612258e+00
-6.830951100927613595e+01,-1.088334803920847946e+02
7.256284960058149380e+00,-8.069059853205503430e+01
-3.610501167384394705e+01,-2.027285631741806426e+01
-7.482013745461813414e+01,5.331358255748503971e+00
-5.700322878319411046e+01,4.282576294556311325e+01
-6.894032294998341115e+01,-8.978565736265863961e+01
-3.823078248698015358e+01,-3.814849793905856501e+01
1.380603721642208939e+02,2.451133031101766235e+01
-1.413039453362700613e+02,9.084068193341524022e+01
9.603664206402341108e+01,8.081899126086561580e+01
-7.423602584910355517e+01,-1.826629665296453808e+01
-9.420713314992866572e+01,5.490233925212375965e+01
1.305091812868636509e+02,-3.002294109407123912e+01
7.948984721938874998e+01,-2.650722056188613962e+01
-3.897200197015401812e+01,1.197867995278585873e+01
-1.691139111720271444e+02,1.440572961102111833e+02
-5.374954622792098036e+01,-1.557378590890406045e+01
-1.289368464650140993e+02,1.100686050156905935e+02
-9.181096425941895234e+01,9.632147698997624730e+01
-1.083222632019484024e+02,-7.332230622769297668e+01
2.561115944392877708e+01,-2.352795095299704897e+01
-9.353577751537476104e+01,6.497229311277389563e+00
-4.847296308723965694e+02,4.784802017845514399e+01
1.149378791033444180e+01,-1.445403985006293794e+02
-2.065431777714067607e+02,-6.248042155474658443e+01
8.970684416347283729e+01,6.213661551753855861e+01
2.529049111111284844e+02,1.200786783823253145e+01
-8.899751675300572629e+01,-1.301012239252974609e+02
-7.154826789271676546e+01,-7.295295603299801712e+01
-2.470375863612461487e+01,-5.930442655438593391e+00
-1.891230077254610080e+02,-2.368497550416028616e+02
-3.113404966169697374e+01,-1.476576515167966761e+02
-2.654820701129303728e+01,-5.017013236887471095e+01
-5.642448321725947125e+01,1.133085340965473478e+02
1.421916750839319299e+01,1.993127357008375782e+02
1.278753061583455093e+02,2.388660696520514932e+02
-1.735775920184612531e+01,-1.999692712408900874e+01
-6.714603198807793660e+01,-7.760778832375340386e+00
-1.039796141303643822e+02,1.909433767861462528e+01
-9.866889036108418054e+01,-3.722210335699332262e+01
-4.227775435334071119e+01,6.001476087253161751e+01
-1.037703648845124782e+01,-4.401593217210641029e+01
9.653220621696339876e+00,1.647432463712381789e+01
1.138231480844373422e+01,-1.151586818083602637e+01
-4.991532601669890212e+00,4.690356303945323191e+01
-3.826780865548191635e-01,-3.968821122328622408e+01
-7.273202990895093478e+01,1.458525382325893531e+02
9.208091094440577251e+01,-5.883374146183059850e+01
2.734235729939465287e+01,-8.055982721442887851e+01
